sample_index,publication_id,reference_id,match_status,match_score,yok_tez_no,yok_title,yok_author,yok_year,yok_university,yok_url,raw_context
6493,1208260,18347697,no_match,0.0,,,,,,,"Tekin, E. (2017). Süleyman Bulut’un çocuk kitaplarının çocuk edebiyatının temel il- keleri açısından incelenmesi [Yayımlanmamış yüksek lisans tezi]. Balıkesir Üniversitesi, Sosyal Bilimler Enstitüsü, Balıkesir."
6523,1328851,24560477,no_match,0.0,,,,,,,"Apa, G., 2007. Selatin Camii Minberleri, Doktora Tezi, Selçuk Üniversitesi. Konya."
6529,1192635,17494157,no_match,0.0,,,,,,,"Avcı HS. (2012). Kemoterapi alan Akut Miyeloblastik Lösemili hastalarda akupresürün bulantı-kusma üzerine etkisinin değerlendirilmesi, Gaziantep Üniversitesi, Sağlık Bilimleri Enstitüsü, Yüksek lisans tezi, 86s, Gaziantep."
6533,1192635,17494200,strong,0.821,445341,Masaj ve inhaler yollarla uygulanan aromaterapinin kemoterapiye bağlı akut bulantı kusmaya etkisinin karşılaştırılması,PINAR ZORBA,2016,HACETTEPE ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=-QBJp1y5007dHbcNtzYz1w,"Zorba P. (2016). Masaj ve inhaler yollarla uygulanan aromaterapinin kemoterapiye bağlı akut bulantı-kusmaya etkisinin karşılaştırılması, Hacettepe Üniversitesi, Sağlık Bilimleri Enstitüsü, Doktora tezi, 95s, Ankara."
6667,1192363,17479995,no_match,0.0,,,,,,,"21. Balkış M. Lise Öğrencilerinin Beslenme Alışkanlık- ları, Probiyotik Süt Ürünleri Tüketim Sıklıkları Ve Bilgilerinin Belirlenmesi: Kulu Örneği. Yüksek Li- sans Tezi. Selçuk Üniversitesi Sosyal Bilimler Ensti- tüsü, Konya 2011; ss. 63"
6707,1312231,22872324,no_match,0.0,,,,,,,"ÜNVERDİ, Veysi. “Kâdî Abdulcebbâr’da İrâde”. Doktora Tezi, Ankara Üniversitesi, 2012."
6746,1235990,20468107,no_match,0.0,,,,,,,"Karaduman, T. (2015). Düzce’de Yaşayan Yetişkin Bireylerin Popüler Diyetleri Öğrendikleri Kaynaklar, Popüler Diyetler Hakkındaki Bilgileri ve Yanlış Uygulamaları. (Yayınlanmış Yüksek Lisans Tezi). Başkent Üniversitesi, Sağlık Bilimleri Enstitüsü, Ankara."
6789,1216631,18643490,strong,0.847,304267,"Yabancılara Türkçe öğretiminde metindilbilimsel ölçütler çerçevesinde bir sadeleştirme denemesi: Sait Faik Abasıyanık, Meserret Oteli",HANDE BAKAN,2012,ANKARA ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=4wK5w40UAExm07IpgTls3A,"Bakan, H. (2012). Yabancılara Türkçe öğretiminde metindilbilimsel ölçütler çerçevesinde bir sadeleştirme denemesi: Sait Faik Abasıyanık, ""Meserret Oteli"" (Yayımlanmamış yüksek lisans tezi). Ankara: Ankara Üniversitesi."
6791,1305897,22604038,no_match,0.0,,,,,,,"Çevirme, Hülya. Murathan Mungan’ın Hikayelerinin Kültür Yapılarının Değerlendirilmesi ve Greimas Göstergebilim Yöntemine Göre Yapısal Özelliklerinin İncelenmesi. Erzurum: Atatürk Üniversitesi, Sosyal Bilimler Enstitüsü, Doktora Tezi, 1999."
6804,1252919,20202525,no_match,0.0,,,,,,,"Demir, İ. (2022). The effect of educational digital games on student success and motivation in science course: the example of pure substances [Unpublished master's thesis]. Ondokuz Mayıs University."
6834,1319885,23367186,no_match,0.0,,,,,,,"Şimşek, Esma. Yukarı Çukurova Masallarında Motif e Tip Araştırması. Elazığ: Fırat Üniversitesi, Sosyal Bilimler Üniversitesi, Doktora Tezi, 1990."
6860,1250146,20090384,possible,0.609,516774,Psikolojik açıdan ateizm: Nitel bir araştırma,DERYA GÜLFİL,2018,ÇUKUROVA ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=jBV_G_f9yDtPw2xCEJ-AIQ,"Gülfil, Derya. Psikolojik Açıdan Ateizm: Nitel Bir Araştırma. Adana: Çukurova Üniversitesi Sosyal Bilimler Enstitüsü, Doktora Tezi, 2018."
6874,1306529,22621789,no_match,0.0,,,,,,,"Bulut, F. (2007). “Abdülkadir Budak’ın Hayatı, Sanatı ve Şiirlerinin Tematiik Açıdan İncelenmesi”, Kars: Kafkas Üniversitesi Sosyal Bilimler Enstitüsü, Yayımlanmamış Yüksek Lisans Tezi."
6897,1322636,23498601,no_match,0.0,,,,,,,"Levison, Deborah (1991). Children's labor force activity and schooling in Brasil. Ph.D. Thesis, The University of Michigan, Michigan."
6901,1270497,20974319,strong,0.879,757026,Tarihi ve kültürel mimari yapılardaki motiflerin CNC ahşap işleme olanakları kullanılarak modern yapılarda uygulanması: Amasya Mehmet Paşa cami örneği,EVREN OSMAN ÇAKIROĞLU,2022,DÜZCE ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=S40-AIqOeBzGLgHPBXLYKA,"Çakıroğlu, E.O. (2022). “Tarihi Ve Kültürel Mimari Yapılardaki Motiflerin Cnc Ahşap İşleme Olanakları Kullanılarak Modern Yapılarda Uygulanması: Amasya Mehmet Paşa Cami Örneği”. Doktora Tezi. Düzce Üniversitesi, Lisansüstü Eğitim Enstitüsü, Düzce."
6913,1307885,22673205,no_match,0.0,,,,,,,"Meyer, A. M. (2016). The impact of onboarding levels on perceived utility, organizational commitment, organizational support, and job satisfaction. [Dissertation of Doctoral], Southern Illinois University at Edwardsville."
6940,1261096,20649325,strong,1.0,823586,Mersin ili Mut ilçesi halk kültürü araştırması,NAZİFE SANDAL,2023,MERSİN ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=IShP8UHSu9N-SQGlGn0JZw,"Sandal, N. (2023). Mersin ili Mut ilçesi halk kültürü araştırması. Mersin: Mersin Üniversitesi Sosyal Bilimler Enstitüsü Yayımlanmamış Yüksek Lisans Tezi."
6977,1278982,21351015,no_match,0.0,,,,,,,"Zeyneloğlu, S. (2008). Attitudes of nursing students enrolled at university in Ankara towards gender roles (Publication No. 224217) [Master’s thesis, Hacettepe University] https://tez.yok.gov.tr/UlusalTezMerkezi/tezSorguSonucYeni.jsp"
7017,1312589,22899404,no_match,0.0,,,,,,,"Üney, Ö. M. (2021). Türkiye’de tarımsal finansmanda kooperatifçiliğin önemi [Yayımlanmamış Yüksek Lisans Tezi]. Şeyh Edebali Üniversitesi, Sosyal Bilimler Enstitüsü."
7073,1388887,26063157,no_match,0.0,,,,,,,38. Katırcıbaşı G. Şizofreni Tanılı Bi̇reylerde Serbest Zamanla İlişkili Ergoterapi Müdahalesi̇ni̇n Etki̇si̇ni̇n İncelenmesi̇. [Yayımlanmamış doktora tezi]. Hacettepe Üniversitesi. Ankara. 2022.
7080,1195495,17677946,strong,1.0,263825,İlköğretim beşinci sınıf öğrencilerinin sosyal bilgiler programında verilen değerleri edinme düzeyleri (Erzincan örneği),NİHAN AKTAŞ,2010,ATATÜRK ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=2tODB3wx1JnoI0FnKAgwXg,"Aktaş, N. (2010). İlköğretim beşinci sınıf öğrencilerinin sosyal bilgiler programında verilen değerleri edinme düzeyleri (Erzincan örneği). (Yayımlanmamış yüksek lisans tezi). Atatürk Üniversitesi, Sosyal Bilimler Enstitüsü, Erzurum."
7086,1273070,21071192,no_match,0.0,,,,,,,"Lynn. S J. (2013). Teacher burnout and its relationships with academic optimism, teacher socialization, and teacher cohesiveness (Doctoral dissertation). Fordham University, ProQuest. https://www.proquest.com/docview/1312339146"
7159,1369368,25406990,strong,1.0,778887,21. yüzyıl becerileri çerçevesinde ortaöğretim din kültürü ve ahlak bilgisi öğretim programlarının analizi,SEVİM ÜNAL,2023,İSTANBUL ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=vqbWMKNFkJhb5Is8m7Xv5w,"Ünal, S. (2023). 21. Yüzyıl becerileri çerçevesinde ortaöğretim din kültürü ve ahlak bilgisi öğretim programlarının analizi [Doktora Tezi]. İstanbul Üniversitesi."
7162,1225584,19358204,no_match,0.0,,,,,,,"Cornioley, Pierre. “Naturalis Obligatio: Essai Sur L’origine et L’évolution de la Notion en Droit Romain.” Doktora Tezi, Université de Genève, 1964."
7205,1227486,19107371,no_match,0.0,,,,,,,"Kabataş, S. (2019). Evaluation of teacher candidates' perceptions of digital citizenship in terms of lifelong learning attitudes [Unpublished master’s thesis]. Bartın University."
7215,1212317,18487978,possible,0.625,280959,Toplumsal ilişkilerin sosyal sermaye değeri : Topluluk duygusu ve sosyal sermaye üzerine bir araştırma,MEHMET ALİ AYDEMİR,2011,SELÇUK ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=9FYpV1imMck9bSkuOHU3YQ,"Aydemir, M. A. (2011). Toplumsal İlişkilerin Sosyal Sermaye Değeri: Topluluk Duygusu ve Sosyal Sermaye Üzerine Bir Araştırma. (Doktora Tezi). Selçuk Üniversitesi Sosyal Bilimler Enstitüsü, Konya."
7226,1310029,22760348,strong,1.0,544620,Parçalanmış ailede ve tam ailede büyümüş kişilerin yetişkin ayrılık anksiyetesi belirtileri açısından karşılaştırılması,HANDE ZEYNEP BAYHAN,2019,İSTANBUL GELİŞİM ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=_uh2N5o6xRnhqVJEVk1WhA,"BAYHAN, H. Z. (2019). Parçalanmış ailede ve tam ailede büyümüş kişilerin yetişkin ayrılık anksiyetesi belirtileri açısından karşılaştırılması (Yayımlanmamış yüksek lisans tezi), İstanbul Gelişim Üniversitesi, İstanbul."
7228,1310029,22760380,strong,1.0,541313,Yetişkin ayrılma anksiyetesi ve bağlanma arasındaki ilişki,ESMA İLHAN,2018,İSTANBUL GELİŞİM ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=mzVOs9BF1bozFRQd36-19Q,"İLHAN, E. (2018). Yetişkin ayrılma anksiyetesi ve bağlanma arasındaki ilişki. (Yayımlanmamış yüksek lisans tezi). İstanbul Gelişim Üniversitesi, İstanbul."
7248,1152492,15997960,no_match,0.0,,,,,,,"[4] C. Parsons, The politics of deep packet inspection: What drives surveillance by internet service providers?, Ph.D. thesis, 2013."
7393,1319082,23327934,strong,1.0,897561,Eko-etiketli kişisel bakım ürünlerine yönelik tutumların satın alma davranışı üzerindeki etkisi,FATMA ZEYBEK,2024,BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=KdVyY11Z-qaZg_e4tjAZ_A,"Zeybek, F. (2024). Eko-Etiketli Kişisel Bakım Ürünlerine Yönelik Tutumların Satın Alma Davranışı Üzerindeki Etkisi. Doktora tezi. Bandırma: Bandırma Onyedi Eylül Üniversitesi."
7418,1384806,25935324,strong,0.867,892019,Türk Ceza Hukukunda insan ticareti suçu,ALİ SAVAŞ ÇUBUKÇUOĞLU,2024,ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=K16R5x_Il5xjO2KIFqrizg,"Çubukçuoğlu, Ali Savaş. Türk Ceza Hukukunda İnsan Ticareti Suçu, Yayınlanmamış Doktora Tezi, Erzincan, 2024."
7453,1265230,20802584,strong,0.987,449974,Ortaokul öğrencilerinin zihnin geometrik alışkanlıklarının kazanımına yönelik dinamik geometri yazılımındaki öğrenme süreçleri,CANDAŞ UYGAN,2016,ANADOLU ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=0RkEufklSVZXl7tW6Xsz_w,"Uygan, C. (2016). Ortaokul öğrencilerinin zihnin geometrik alışkanlıklarının kazanımına yönelik dinamik geometrı̇ yazılımındakı̇ öğrenme süreçlerı̇ [Doktora Tezi]. Anadolu Üniversitesi Eğitim Bilimleri Enstitüsü."
7655,1199030,17829391,possible,0.671,462290,Sosyal psikolojik açıdan toplumsal cinsiyet ve atasözleri: Erkek egemen cinsiyetçiliğin Türk atasözlerine yansıması,GİZEM PASİN,2017,ÇAĞ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=wakC0rzKWCHEu03_fHnCOg,"Pasin, G. (2017). Sosyal Psikolojik Açıdan Toplumsal Cinsiyet ve Atasözleri: Erkek Egemen Cinsiyetçiliğin Türk Atasözlerine Yansıması. Yüksek Lisans Tezi. Mersin: Çağ Üniv."
7678,1292835,23018056,strong,1.0,695496,Lise öğrencilerinin 21. yüzyıl becerilerini algılama düzeylerinin incelenmesi,BORA SERHAT ÇELİK,2021,BİRUNİ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=G-ZwKtV3WdmdVD-JIWRNKw,"Çelik, S. (2021). Lise öğrencilerinin 21. yüzyıl becerilerini algılama düzeylerinin incelenmesi [Yayımlanmamış yüksek lisans tezi]. Biruni Üniversitesi. https://hdl.handle.net/20.500.12445/2073"
7700,1303026,22496694,no_match,0.0,,,,,,,"Teague, G. L. (2014). The relationship between creativity and enrollment in fine arts or International Baccalaureate Diploma Programme coursework, (Unpublished doctoral thesis), Education Faculty/Lindenwood University, U.S."
7762,1369679,25418059,strong,1.0,674295,Raf ömrü uzun lüpen unu üretimi ve besinsel-fonksiyonel özellikleri geliştirilmiş makarna ve ekmek üretiminde kullanımı,ELİF YAVER,2021,NECMETTİN ERBAKAN ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=giAqkUDM0CHit5hetcA9WQ,"Yaver, E. (2021). Raf ömrü uzun lüpen unu üretimi ve besinsel-fonksiyonel özellikleri geliştirilmiş makarna ve ekmek üretiminde kullanımı. [Yayımlanmamış doktora tezi]. Necmettin Erbakan Üniversitesi."
7788,1268326,20841687,strong,0.939,337535,Ticari bankalar ile katılım bankalarının kârlılık performanslarının topsis yöntemi ile karşılaştırılması,HAŞİM BAĞCI,2013,DOKUZ EYLÜL ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=x2BPbqY-n523Uo9cijNzfA,"Bağcı, H. (2013). Ticari Bankalar ile Katılım Bankalarının Karlılık Performanslarının TOPSIS Yöntemi ile Karşılaştırılması. Unpublished Doctoral Dissertation, DEÜ Sosyal Bilimleri Enstitüsü."
7826,1261266,20616320,no_match,0.0,,,,,,,"Aslanoğulları, M. (2014). Lerch’in zazaki derlemelerinin çevrimyazımı ve türlerine göre sözcüklerin tahlili. (Yayımlanmamış yüksek lisans tezi). Bingöl Üniversitesi Yaşayan Diller Enstitüsü, Bingöl."
7853,1193873,18354744,no_match,0.0,,,,,,,"*Süel, E. E. (2011). İlköğretim 1. sınıf üstün ve normal zekâ düzeyindeki öğrencilerin fonolojik farkındalık düzeylerinin okuma başarıları üzerine etkisinin karşılaştırılması [Yayımlanmamış yüksek lisans tezi]. İstanbul Üniversitesi."
7859,1311839,22850416,strong,1.0,638096,Dört- altı yaş çocukların sosyal ve oyun davranışları ile ebeveyn tutumları arasındaki ilişkinin incelenmesi,TUĞÇE DÖKER,2020,İNÖNÜ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=8jcd34gzom8aCw7uErFfDQ,"Döker, T. (2020). Dört-altı yaş çocukların sosyal ve oyun davranışları ile ebeveyn tutumları arasındaki ilişkinin incelenmesi, [Yüksek lisans tezi]. İnönü Üniversitesi."
7875,1235045,20385291,strong,1.0,12038,Sosyo-ekonomik açıdan Ortadoğu bölgesinde gıda güvenliği,ATİLA ARTAM,1991,İSTANBUL ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=Z3KwAyqdLHhx20kYqsyoPQ,"ARTAM Atila (1991). Sosyo-Ekonomik Açıdan Ortadoğu Bölgesinde Gıda Güvenliği, Doktora Tezi, T.C. İstanbul Üniversitesi, İstanbul."
7880,1168560,17123660,strong,1.0,483373,"Örgütsel çekicilik, örgütsel imaj ve örgütsel sadakat arasındaki ilişkilerin öğretmen görüşlerine göre incelenmesi",YENER AKMAN,2017,HACETTEPE ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=X6FThIwYS7ZLz06SGOqm5g,"Akman, Y. (2017). Örgütsel çekicilik, örgütsel imaj ve örgütsel sadakat arasındaki ilişkilerin öğretmen görüşlerine göre incelenmesi (Yayımlanmamış doktora tezi). https://tez.yok.gov.tr/UlusalTezMerkezi/’nden edinilmiştir (Tez no. 483373)."
7886,1248258,21743855,strong,1.0,301970,İlköğretim birinci kademe öğrenci velilerinin okuldan beklentilerinin karşılanma düzeylerinin incelenmesi,FATMA AKBIYIKOĞLU,2011,UŞAK ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=w3zI729_-Wee2ibIwbIfWQ,"Akbıyıkoğlu, F. (2011). İlköğretim birinci kademe öğrenci velilerinin okuldan beklentilerinin karşılanma düzeylerinin incelenmesi. (Yüksek Lisans Tezi. Uşak Üniversitesi, Uşak). Erişim adresi: https://acikbilim.yok.gov.tr/handle/20.500.12812/691735."
7892,1233067,19567870,no_match,0.0,,,,,,,"ERÂZİ, O. (1386).Naqshbandiyya in the Timurid period. süper. Mohammad Hassan Razanhan.Master's degree thesis, Faculty of Literature and Humanities, Department of History."
7953,1218205,19076613,no_match,0.0,,,,,,,"Siğnâkī, Hüsâmüddîn Hüseyn b. Alî b. Haccâc el-Buhârî. en-Nihâye şerḥi’l-Hidâye (Şerḥu Bidâyeti’l-mübtedî). 25 Cilt. thk. Komisyon. Câmiatü Üm-mi’l-Kurâ, Külliyyetü’ş-Şerîati ve’d-dirâseti’l-İslâmiyye, Merkezü’d-Dirâseti’l- İslâmiyye, Yüksek Lisans Tezi, 1435-1438."
7959,1198343,17791183,strong,1.0,342584,Zihin engellilere özbakım ve ev içi becerilerinin öğretiminde ailelere yönelik beceri öğretimi yazılımının geliştirilmesi ve değerlendirilmesi,SERKAN ÇANKAYA,2013,ANADOLU ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=CPcznPSa3vI8TNsVz3vK8g,"Çankaya, S. (2013). Zihin engellilere özbakım ve ev içi becerilerinin öğretiminde ailelere yönelik beceri öğretimi yazılımının geliştirilmesi ve değerlendirilmesi. Doktora Tezi, Anadolu Üniversitesi Eğitim Bilimleri Enstitüsü, Eskişehir"
7979,1228505,19163572,strong,0.894,287863,Erzin ve Dörtyol ilçelerinde yoksulluk,YASEMİN DALKILIÇ,2011,SÜLEYMAN DEMİREL ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=rosPbAXphs2h5JGKZLdtuQ,"Dalkılıç, Y. (2011). Erzin ve Dörtyol ilçelerinde yoksulluk, Basılmamış Yüksek Lisans Tezi, SDÜ, Sosyal Bilimler Enstitüsü, Isparta."
8038,1270545,21791696,no_match,0.0,,,,,,,"Işık, K. (1980). Kızılçamda (Pinus brutia Ten.) populasyonlar arası ve ve populasyon içi genetik çeşitliliğin araştırılması, Tohum ve Fidan karakterleri, ODTÜ Biyoloji Bölümü, Doçentlik Tezi, 149 s., Ankara."
8070,1197954,17772067,possible,0.677,590393,Yabancı ile bir arada yaşama ve ötekileştirme: Mardin halkının bakışından Suriyeli sığınmacılar,FATİMA DOĞAN,2019,AYDIN ADNAN MENDERES ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=dXPqC3E3JRcZFi1XdXfKUA,"Doğan, F. (2019). Yabancı ile bir arada yaşama ve ötekileştirme: Mardin halkının bakışından Suriyeli sığınmacılar (Yüksek lisans tezi). Aydın Adnan Menderes Üniversitesi, Sosyal Bilimler Enstitüsü. Aydın."
8076,1263833,20675409,strong,1.0,514965,Yaratıcı drama uygulamalarının okul öncesi dönemi öğrencilerinin besinler konusundaki öğrenmelerine ve sosyal uyum becerileri kazanmalarına etkisi,BURCU ASLAN,2018,BARTIN ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=3VjhfKgWoHhwACCNrbL6kw,"Aslan, B. (2018). Yaratıcı drama uygulamalarının okul öncesi dönemi öğrencilerinin besinler konusundaki öğrenmelerine ve sosyal uyum becerileri kazanmalarına etkisi [Yayımlanmamış yüksek lisans tezi]. Bartın Üniversitesi."
8148,1194548,17594983,strong,1.0,279475,Dede Korkut hikâyeleri'nin metin dil bilimsel yapısı,SEDAT BALYEMEZ,2011,GAZİ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=aWZfdYQ1sMOLcgJlHgh8JQ,"Balyemez, S. (2011). Dede Korkut hikâyelerinin metin dil bilimsel yapısı (Tez No. 279475) [Doktora tezi, Gazi Üniversitesi]. YÖK Tez Merkezi. https://tez.yok.gov.tr/UlusalTezMerkezi/giris.jsp"
8166,1269445,20898771,strong,1.0,186406,Farklı ülkelerde okul öncesi öğrencilerine yönelik çevre eğitimi,İDİL AKÇAY,2006,ULUDAĞ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=PR8Zkci_SyrqBTLR-1Kwlw,"Akçay, İ. (2006). Farklı ülkelerde okul öncesi öğrencilerine yönelik çevre eğitimi [Yayımlanmamış yüksek lisans tezi]. Uludağ Üniversitesi."
8188,1293636,23023670,no_match,0.0,,,,,,,"Gün, E. (2014). Piyano performans öz yeterlik ölçeğinin geliştirilmesi ve uygulanması. (Yayımlanmamış doktora tezi). Mehmet Akif Ersoy Üniversitesi, Eğitim Bilimleri Enstitüsü, Burdur."
8191,1293636,23023707,strong,1.0,262022,Okul şarkılarının klasik gitar ile eşliklendirilmesine yönelik öğretmen görüşleri ve okul şarkıları için eşliklendirme örnekleri,EMRE YILMAZ,2010,NİĞDE ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=FaYGnBhX-riP1OH5atkLEA,"Yılmaz, E. (2010). Okul şarkılarının klasik gitar ile eşliklendirilmesine yönelik öğretmen görüşleri ve okul şarkıları için eşliklendirme örnekleri [Yayımlanmamış yüksek lisans tezi]. Niğde Üniversitesi."
8194,1220691,19208264,possible,0.688,423738,Siyasal iletişimde yeni medya uygulamaları: TBMM'de temsil edilen siyasal partiler üzerine bir çalışma,ELİF DEMİRCİ,2015,GAZİ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=hfOkd0hP5gP3G4hy1OsKlg,"Demirci, E. (2015). Siyasal İletişimde Yeni Medya Uygulamaları: TBMM'de Temsil Edilen Siyasal Partiler Üzerine Bir Çalışma. Ankara: Gazi Üniversitesi Sosyal Bilimler Enstitüsü Halkla İlişkiler ve Tanıtım Anabilim Dalı Yüksek Lisans Tezi. Fidan, Z. (2016). Teknoloji ve Siyasal İletişim. Konya: Literatürk Academia."
8219,1214784,21567854,no_match,0.0,,,,,,,"Aykanat, Timuçin. Sâfî Baba ve Divanı (İnceleme-Karşılaştırmalı Metin-Sadeleştirme-Sözlük-Dizin), Erzurum: Atatürk Üniversitesi Sosyal Bilimler Enstitüsü, Doktora Tezi, 2015."
8273,1181907,17028862,no_match,0.0,,,,,,,"51. Fitzgerald, A. (2017). Wearing an amulet: Land titling and tenure (in) security in Tanzania (Doctoral dissertation, National University of Ireland, Maynooth (Ireland))."
8274,1181907,17028884,no_match,0.0,,,,,,,"73. Makundi, D. I. (2017). Assessment of policies and practices of land delivery by private sector: a focus on two projects in kigamboni municipality in dar es salaam City (Master’s Thesis). Ardhi University, Dar es Salaam."
8304,1224977,18972113,strong,1.0,666418,Türk edebiyatında şehrengizler,FATİH TIĞLI,2020,İSTANBUL ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=G1SULtjWhauDJ3Mf_OHOwA,"Tığlı, F. (2020). Türk edebiyatında şehrengizler, (Yayımlanmamış Doktora Tezi). İstanbul Üniver- sitesi, İstanbul."
8348,1252628,20188904,strong,1.0,47147,İçanadolu Bölgesi curculionidae (Coleoptera) familyası üzerinde taksonomik çalışmalar,OSMAN SERT,1995,HACETTEPE ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=F3_d6i52w3Iw90cvKXIz3Q,"Sert, O. (1995). İç Anadolu Bölgesi Curculionidae (Coleoptera) Famliyası ÜzerindeTaksonomik Çalışmalar. (Tez no 47147). [Doktora Tezi, Hacettepe Üniversitesi, Fen Bilimleri Enstitüsü, Biyoloji Ana Bilim Dalı]. Yükseköğretim Kurulu Ulusal Tez Merkezi."
8400,1369121,25397796,strong,1.0,265872,Öğretmen adaylarının eğitimde sanal gerçeklik kullanımına ilişkin görüşleri (Sakarya Üniversitesi Böte örneği ),FATMA BAŞARAN,2010,SAKARYA ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=u67177sy66tEULaeAL1M_Q,"Başaran, F. (2010). Öğretmen adaylarının eğitimde sanal gerçeklik kullanımına ilişkin görüsleri (Sakarya Üniversitesi Böte Örneği). Yayımlanmamış yüksek lisans tezi, Sakarya Üniversitesi Sosyal Bilimler Enstitüsü, Sakarya."
8420,1352754,24714332,strong,1.0,469362,Akıllı tekstillerle fütüristik çalışılan moda koleksiyonlarının incelenmesi,MERVE BALKIŞ,2017,GAZİ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=14d5AlBGIwdPW_ME4jCpwA,"(5) Balkış, M. (2017). Akıllı Tekstillerle Fütüristik Çalışılan Moda Koleksiyonlarının İncelenmesi. [Yayımlanmamış Yüksek Lisans Tezi]. İçinde Gazi Üniversitesi Güzel Sanatlar Enstitüsü. https://dspace.gazi.edu.tr/handle/20.500.12602/152631"
8421,1352754,24714350,strong,0.822,186190,Giysi tasarımında görsel ve dokusal elementler: Pilise ve drapeler,MELTEM HAZIR,2006,DOKUZ EYLÜL ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=RWwOH2y0dRKYZWckpAUrVQ,"(23) Hazır, M. (2006). Giysi Tasarımında Görsel ve Dokusal Elementler: Pilise Ve Drapeler [Yayımlanmamış Doktora Tezi]. DEÜ Güzel Sanatlar Enstitüsü. Http://Hdl.Handle.Net/20.500.12397/9870"
8473,1247245,20047446,no_match,0.0,,,,,,,"[27] E. İldeş, “Konfor koşullarının alişveriş merkezi çalışanları üzerindeki etkilerinin değerlendirilmesi; Edirne Erasta örneği,” M.S. thesis, Trakya University, Türkiye, 2019."
