sample_index,publication_id,reference_id,reference_order,target_publication_id,reference_year,reference_journal_code,reference_authors,source_doi,hidden_doi,trdizin_status,target_doi,target_crossref_status,target_crossref_doi,target_title,target_year,target_journal,target_journal_code,target_issn,target_eissn,target_doc_type,request_error,context
9,1341641,24271733,30,334823,2019,494,Mühlike GÜLER; Haşim OLGUN; Naci CEVİZ; Fuat LALOĞLU,,,strong_doi_crossref,10.14744/turkpediatriars.2019.69376,ok,10.14744/turkpediatriars.2019.69376,Güncellenenkılavuz sonrasında ilk atak akut romatizmal ateş tanısı alan çocuk hastaların klinik özellikleri,2019,Türk Pediatri Arşivi,494,1306-0015,1308-6278,PAPER,,"Güler M, Laloğlu F, Olgun H, Ceviz N. Clinical characteristics of pediatric patients with first-attack acute rheumatic fever follow-ing the updated guideline. Turk Pediatri Ars. 2019;54(4):220-224. [CrossRef]"
31,1348868,24565232,4,300133,2018,558,Sabriye KUNDAK; İsmail AYDOĞUŞ,,,strong_doi_crossref,10.21547/jss.348833,ok,10.21547/jss.348833,Türkiyede İmalat Sanayinin İthalata Bağımlılığının Analizi,2018,Gaziantep Üniversitesi Sosyal Bilimler Dergisi,558,1303-0094,2149-5459,PAPER,,"[4]. Kundak, S, Aydoğuş, I. 2018. Türkiye’de imalat sanayinin ithalata bağımlılığının analizi. Gaziantep University Journal of Social Sciences; 17(1): 252-266."
56,1348445,24543843,10,84528,2008,360,Banu ÖZGÜREL; Eralp DOĞU,,,strong_trdizin_id,,no_doi,,KaliteFonksiyon Göçerimi ile Bireysel Emeklilik Sistemleri Pazarlayan Sigorta Şirketlerinin Teknik Özelliklerinin İncelenmesi Üzerine Bir Çalışma,2008,Dokuz Eylül Üniversitesi İşletme Fakültesi Dergisi,360,1303-0027,3062-1119,PAPER,,"Doğu, E. ve Özgürel, B. (2008). Kalite Fonksiyon Göçerimi ile bireysel emeklilik sistemleri pazarlayan sigorta şirketlerinin teknik özelliklerinin incelenmesi üzerine bir çalışma. İsletme Fakültesi Dergisi , 33-45."
145,1350863,24806895,73,462879,2021,2680,Muharrem KILIÇ,,,strong_trdizin_id,,no_doi,,HUKUKSALAKLIN TRANSHÜMANİSTİK TEMSİLLERİ VE ONTO-ROBOTİK VAROLUŞ FORMLARI,2021,Adalet Dergisi ,2680,1011-730X,2717-6614,PAPER,,"Kılıç, M. (2021). Hukuksal Aklın Transhümanistik Temsilleri Ve Onto- Robotik Varoluş Formları. Adalet Dergisi, 66, 15-54."
155,1292878,22053278,21,474402,2021,960,Gözde Arıtıcı Çolak; Duygu Sağlam,,,strong_doi_crossref,10.31067/acusaglik.847119,ok,10.31067/acusaglik.847119,"LaparoskopikSleeve Gastrektomi Operasyonunun Kısa Dönemde Besin Alımı, Biyokimyasal Kan Parametreleri ve Antropometrik Ölçümlere Etkisinin Değerlendirilmesi",2021,Acıbadem Üniversitesi Sağlık Bilimleri Dergisi,960,1309-470X,1309-5994,PAPER,,"Çolak GA, Sağlam D. Laparoskopik sleeve gastrektomi operasyonunun kısa dönemde besin alımı, biyokimyasal kan parametreleri ve antropometrik ölçümlere etkisinin değerlendirilmesi. Acıbadem Üniversitesi Sağlık Bilimleri Derg. 2021; 12(2): 291-5."
160,1250882,20119064,18,148502,2013,1445,Selçuk AVDEREN; Recep ÇİÇEK,,,strong_trdizin_id,,no_doi,,Sağlıkturizmi açısından İç Anadolu Bölgesi'ndeki kaplıca ve termal tesislerin mevcut yapısının ve potansiyelinin belirlenmesine yönelik bir araştırma,2013,Karamanoğlu Mehmetbey Üniversitesi Sosyal ve Ekonomik Araştırmalar Dergisi,1445,1309-9132,2147-7833,PAPER,,"Çiçek, R. ve Avderen, S. (2013). Sağlık Turizmi Açısından İç Anadolu Bölgesi’ndeki Kaplıca ve Termal Tesislerin Mevcut Yapısının ve Potansiyelinin Belirlenmesine Yönelik Bir Araştırma, Karamanoğlu Mehmetbey Üniversitesi Sosyal ve Ekonomik Araştırmalar Dergisi, (2): 25-35."
197,1198158,17880329,16,97601,2009,577,Emrah İsmail ÇEVİK; Turhan KORKMAZ,,,strong_trdizin_id,,no_doi,,Zımnivolatilite endeksinden gelişmekte olan piyasalara yönelik volatilite yayılma etkisi,2009,BDDK Bankacılık ve Finansal Piyasalar Dergisi,577,,1307-945X,PAPER,,"Korkmaz, T., & Çevik, E. İ. (2009). Zımni volatilite endeksinden gelişmekte olan piyasalara yönelik volatilite yayılma etkisi. BDDK Bankacılık ve Finansal Piyasalar Dergisi, 3(2), 87-105."
345,1275240,21181337,53,50482,2005,779,Çetin DOĞAN; Murat KARAGÖZ,,,strong_trdizin_id,,no_doi,,DövizKuru Dış Ticaret İlişkisi: Türkiye Örneği,2005,Fırat Üniversitesi Sosyal Bilimler Dergisi,779,1300-9702,2149-3243,PAPER,,"Karagöz, M., & Doğan, Ç. (2005). Döviz kuru ve dış ticaret ilişkisi: Türkiye örneği. Fırat Üniversitesi Sosyal Bilimler Dergisi, 15(2), 219-228."
417,1168990,16838142,25,391189,2018,1547,Birnur YEŞİLDAĞ; Zehra GÖLBAŞI,,,strong_trdizin_id,,no_doi,,DoğumAğrısının Yönetiminde Nonfarmakolojik Yöntemlerin Etkinliğini Değerlendiren Lisansüstü Tez Çalışmalarının İncelenmesi,2018,Düzce Üniversitesi Sağlık Bilimleri Enstitüsü Dergisi,1547,2146-443X,,PAPER,,"Yeşildağ, B., Gölbaşı, Z. (2018). Doğum ağrısının yönetiminde nonfarmakolojik yöntemlerin etkinliğini değerlendiren lisansüstü  tez çalışmalarının incelenmesi. Düzce Üniversitesi Sağlık Bilimleri Enstitüsü Dergisi, 8(3), 104-111"
467,1310431,22776297,16,137748,2012,466,Tuba GÖKÇEK; Adnan BAKİ,,,strong_trdizin_id,,no_doi,,Karmayöntem araştırmalarına genel bir bakış,2012,Elektronik Sosyal Bilimler Dergisi (elektronik),466,,1304-0278,PAPER,,"Baki, A. & Gökçek, T. (2012). Karma yöntem araştırmalarına genel bir bakış. Elektronik Sosyal Bilimler Dergisi, 11(42): 1-21."
576,1184669,17099661,51,120095,2011,683,Hasan SINAR,,,strong_trdizin_id,,no_doi,,Türkceza Hukukunda dolaylı faillik,2011,Ceza Hukuku Dergisi,683,1307-0851,,PAPER,,"SINAR, Hasan, “Türk Ceza Hukukunda Dolaylı Faillik”, Ceza Hukuku Dergisi, 2011, C. 6, S. 15, ss. 59-86."
633,1214153,18883924,49,362891,2020,46,Serap TAŞKAYA,,,strong_trdizin_id,,no_doi,,TÜRKİYEDEKİ EĞİTİM VE ARAŞTIRMA HASTANELERİNİN VERİMLİLİĞİNİN PABON LASSO VE VERİ ZARFLAMA ANALİZLERİ İLE BELİRLENMESİ,2020,Hacettepe Sağlık İdaresi Dergisi,46,1302-9282,2148-9041,PAPER,,"Taşkaya, S. (2020). Determination of the level of efficiency of training and research hospital in Turkey with pabon lasso and data envelopment analysis. Hacettepe Sağlık İdaresi Dergisi, 23(1), 247-260."
670,1284386,21664998,3,115514,2010,574,Nurten KAYA; Aylin ÖZTÜRK; Esma UYGUR; Saliye AYIK; Ayşe CENGİZ,,,strong_trdizin_id,,no_doi,,Hemşirelikuygulamalarında araştırma sonuclarının kullanımında engeller,2010,İstanbul Üniversitesi Florence Nightingale Hemşirelik Yüksekokulu Dergisi,574,1304-4869,,PAPER,,"Ayık, S., Öztürk, A., Kaya, N., Uygur, E. & Cengiz, A. (2010). Hemşirelik uygulamalarında araştırma sonuçlarının kullanımında engeller. Florence Nightingale Journal of Nursing, 18(3), 144-155."
684,1171277,16498284,52,56404,2006,220,Mustafa YILDIZ; Hüseyin GÜN; Erdal ŞENER,,,strong_trdizin_id,,no_doi,,Effectof refrigerated storage on fillet lipid quality of rainbow trout (Oncorhynchus mykiss W.) fed a diet containing different levels of DL $\alpha$ -tocopherol acetate,2006,Turkish Journal of Veterinary and Animal Sciences,220,1300-0128,1303-6181,PAPER,,"Yıldız M, Şener E, Gün H. 2006. Effect of refrigerated storage on fillet lipid quality of rainbow trout (Oncorhynchus mykiss W.) fed a diet containing different levels of DL α-tocophrol acetate. Turkish J Vet Anim Sci, 30: 143-150."
707,1224320,19337182,13,396286,2019,1121,Pınar ERTEN,,,strong_trdizin_id,,no_doi,,ZKuşağının Dijital Teknolojiye Yönelik Tutumları,2019,Gümüşhane Üniversitesi Sosyal Bilimler Dergisi,1121,,1309-7423,PAPER,,"Erten, P. (2019). Z kuşağının dijital teknolojiye yönelik tutumları. Gümüshane Üniversitesi Sosyal Bilimler Enstitüsü Elektronik Dergisi, 10(1), 190–202."
725,1374156,25582116,31,2562,2003,343,VESİLE RÜYA EHTİYAR,,,strong_trdizin_id,,no_doi,,KültürelSinerji: Uluslararası İşletmelere Yönelik Kavramsal Bir İrdeleme,2003,Akdeniz İİBF Dergisi,343,1302-9975,2667-7229,PAPER,,"Ehtiyar, R. (2003). Kültürel Sinerji: Uluslararası İşletmelere Yönelik Kavramsal Bir İrdeleme. Akdeniz Üniversitesi  İ.İ.B.F. Dergisi, 3(5), 66-78."
732,1374156,25582182,97,110050,2010,424,Salih YEŞİL,,,strong_trdizin_id,,no_doi,,21yüzyılın küresel örgütleri için kültürel zeka,2010,Çukurova Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,424,1304-8880,1304-8899,PAPER,,"Yeşil, S. (2010). 21. Yüzyılın Küresel Örgütleri İçin Kültürel Zekâ. Ç.Ü. Sosyal Bilimler Enstitüsü Dergisi, 19(2), 147 –  168."
821,1267694,20814698,27,142134,2011,745,Meral KELLECİ; Selma SABANCIOĞULLARI; E. Elvan ATA; Selma DOĞAN,,,strong_trdizin_id,,no_doi,,Birpsikiyatri kliniğinde hemşireler tarafından yapılan hasta bakım planlarının fonksiyonel sağlık örüntüleri modeli ve NANDA tanılarına göre değerlendirilmesi,2011,Psikiyatri Hemşireliği Dergisi,745,,2149-374X,PAPER,,"27. Sabancıoğulları S, Elvan E, Kelleci M, Doğan S. Evaluation ac- cording to the functional health pattern model and NANDA diagnoses of patient care plans made by nurses in a psychiatry department. J Psychiatr Nurs [Article in Turkish] 2011;2:117– 22."
827,1238691,19622921,72,31150,2003,334,Ayşe Şebnem YÜZER; Cengiz GİRİTLİOĞLU,,,strong_trdizin_id,,no_doi,,Sanayialanları yeni düzenleme stratejileri-İstanbul örneği,2003,"İTÜ Dergisi Seri A: Mimarlık, Planlama, Tasarım",334,1303-7005,1307-1645,PAPER,,"Yüzer, A. Ş., ve Giritlioğlu, C. (2003). Sanayi Alanları Düzenleme Stratejileri-İstanbul Örneği. İTÜ Dergisi/a: Mimarlık, Planlama, Tasarım, 2(1), 119-127."
841,1264798,20700255,8,19471,2002,116,Engin EKER; Resmiye YAŞAR; Turan ERTAN; Can GÜNGEN,,,strong_trdizin_id,,no_doi,,Standardizemini mental test'in türk toplumunda hafif demans tanısında geçerlik ve güvenilirliği,2002,Türk Psikiyatri Dergisi,116,1300-2163,2651-3463,PAPER,,"8. Gungen C, Ertan T, Eker E, Yasar R, Engin F. Reliability and validity of the standardized mini mental state examination in the diagnosis of mild dementia in Turkish population. Turk Psikiyatri Derg 2002; 13:273-281. [Turkish]"
865,1194206,19343249,34,375826,2018,798,Nebi ALTUNOVA; İshak KOZİKOĞLU,,,strong_doi_crossref,10.5961/jhes.2018.293,ok,10.5961/jhes.2018.293,ÖğretmenAdaylarının 21. Yüzyıl Becerilerine İlişkin Öz-yeterlik Algılarının Yaşam Boyu Öğrenme Eğilimlerini Yordama Gücü,2018,Yükseköğretim ve Bilim Dergisi,798,2146-5959,2146-5967,PAPER,,"Kozikoğlu, İ., & Altunova, N. (2018). Öğretmen adaylarının 21. yüzyıl becerilerine ilişkin özyeterlik algılarının yaşam boyu öğrenme eğilimlerini yordama gücü. Yükseköğretim ve Bilim Dergisi, (3), 522-531."
930,1279858,21406487,25,404012,2019,1726,Serdar ÇÖP; Murat TOPCU,,,strong_trdizin_id,,no_doi,,SosyalSermayenin Hizmet İnovasyonu Üzerine Etkisinde Bilgi Paylaşımının Aracılık Rolü: Otel İşletmeleri Üzerine Bir Araştırma,2019,Turizm Akademik Dergisi,1726,1302-5759,2149-1690,PAPER,,"Çöp, S. ve Topcu, M. (2019). Sosyal Sermayenin Hizmet İnovasyonu Üzerine Etkisinde Bilgi Paylaşımının Aracılık Rolü: Otel İşletmeleri Üzerine Bir Araştırma. Turizm Akademik Dergisi, 6(1), 31-48."
963,1325200,23602967,4,104435,2010,373,Songül GÜÇRAY SONAY; Raşit AVCI,,,strong_trdizin_id,,no_doi,,"Şiddetdavranışı gösteren ve göstermeyen ergenlerin ailelerinin aile işlevleri, aile bireylerine ilişkin problemler, öfke ve öfke ifade tarzları açısından incelenmesi",2010,Kuram ve Uygulamada Eğitim Bilimleri,373,1303-0485,2148-7561,PAPER,,"Avcı, Raşit - Güçray Sonay, Songül. “Şiddet Davranışı Gösteren ve Göstermeyen Ergenlerin Ailelerinin Aile İşlevleri, Öfke ve Öfke İfade Tarzları Açısından İncelenmesi”. Kuram ve Uygulamada Eğitim Bilimleri 10/1 (2010), 45-76."
968,1371071,25469837,52,257779,2016,651,Özlem TEZCAN; Sefer ADA; Z. Nurdan BAYSAL,,,strong_trdizin_id,,no_doi,,EğitimAlanında Eylem Araştırmaları,2016,Kocaeli Üniversitesi Sosyal Bilimler Dergisi (KOSBED),651,1302-6658,,PAPER,,"Tezcan, Ö., Ada, S. ve Baysal, Z. N. (2016). Eğitim alanında eylem araştırmaları. Kocaeli Üniversitesi Sosyal Bilimler Dergisi, 32, 133–148."
1037,1240767,19704375,11,1160031,2020,635,Mustafa DUMAN,,,strong_trdizin_id,,no_doi,,YARASAÇORBASI: KORONAVİRÜS HAKKINDA MODERN ÇAĞIN MİTLERİ VE ŞEHİR EFSANELERİ,2020,Milli Folklor Dergisi,635,1300-3984,2146-8087,PAPER,,"Duman, M. (2020). Yarasa çorbası: Koronavirüs hakkında modern çağın mitleri ve şehir efsaneleri. Millî Folklor, (127), 59-71."
1061,1191520,17428535,22,229680,2015,876,Burak KARABULUT,,,strong_trdizin_id,,no_doi,,"BİLGİTOPLUMU ÇAĞINDA DİJİTAL YERLİLER, GÖÇMENLER ve MELEZLER",2015,Pamukkale Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,876,1308-2922,2147-6985,PAPER,,"Karabulut, B. (2015). Bilgi toplumu çağinda dijital yerliler, göçmenler ve melezler. Pamukkale Üniversitesi Sosyal Bilimler Enstitüsü Dergisi, (21), 11-23."
1070,1328609,23748898,35,119246,2011,438,Erdinç KARADENİZ; Ömer İSKENDEROĞLU,,,strong_trdizin_id,,no_doi,,İstanbulMenkul Kıymetler Borsası’nda işlem gören turizm işletmelerinin aktif karlılığını etkileyen değişkenlerin analizi,2011,Anatolia: Turizm Araştırmaları Dergisi,438,1300-4220,,PAPER,,"Karadeniz, E. & Ö. İskenderoğlu (2011), “İstanbul menkul kıymetler borsası’nda işlem gören turizm işletmelerinin aktif karlılığını etkileyen değişkenlerin analizi”, Anatolia: Turizm Araştırmaları Dergisi, 22(1), 65-75."
1100,1281361,21490062,53,126916,2011,237,Meda KONDOLOT; O. Tolga İNCE; S. Songül YALÇIN,,,strong_trdizin_id,,no_doi,,Büyümeninizlenmesi ve büyüme duraklaması,2011,Türkiye Çocuk Hastalıkları Dergisi,237,1307-4490,2148-3566,PAPER,,"54. İnce OT, Kondolot M, Yalçın SS. Büyümenin izlenmesi ve büyüme duraklaması. Turk Çocuk Hastalıkları Derg. 2011;5(3):181-192."
1157,1388951,26065102,24,90930,2009,396,Yemliha COŞKUN; Günbey AKKAŞ,,,strong_trdizin_id,,no_doi,,EngelliÇocuğu Olan Annelerin Sürekli Kaygı Düzeyleri ile Sosyal Destek Algıları Arasındaki İlişki,2009,Ahi Evran Üniversitesi Kırşehir Eğitim Fakültesi Dergisi,396,,2147-1037,PAPER,,"24. Coşkun Y, Akkaş G. Engelli çocuğu olan annelerin sürekli kaygı düzeyleri ile sosyal destek algıları arasındaki ilişki. Ahi Evran Üniversitesi Kırşehir Eğitim Fakültesi Dergisi. 2009;10(1):213-227."
1194,1264144,20670037,17,75851,2007,424,MEHMET EMRE SEZGİN; Akın EFENDİOĞLU,,,strong_trdizin_id,,no_doi,,EDevlet Uygulamalarında Bilgi ve Paylaşım Güvenliği,2007,Çukurova Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,424,1304-8880,1304-8899,PAPER,,"Efendioğlu, A. & Sezgin, E. (2007). E-Devlet uygulamalarında bilgi ve paylaşım güvenliği, Journal of Çukurova University Institute of Social Sciences, 16 (2), 219-236."
1208,1322965,23513021,59,1219755,2023,2606,Esma SANCAR,,,strong_trdizin_id,,no_doi,,DijitalKültür Alanındaki Araştırmaların Bilimsel Haritalama Tekniği ile Bibliyometrik Analizi,2023,Journal of emerging economies and policy (Online),2606,,2651-5318,PAPER,,"Sancar, E. (2023a). Dijital kültür alanındaki araştırmaların bilimsel haritalama tekniği ile bibliyometrik analizi [Scientific mapping and bibliometric analysis of the research in the field of digital culture]. Journal of Emerging Economies and Policy, 8(2), 247–260."
1266,1280834,21466627,50,230542,2014,1076,Bayram UZUN; Gül USLU,,,strong_trdizin_id,,no_doi,,KentselDönüşüm Projelerinde Deprem Etkisi,2014,Harita Teknolojileri Elektronik Dergisi,1076,,1309-3983,PAPER,,"Uslu, G., Uzun, B. (2014). Kentsel Dönüşüm Projelerinde Deprem Etkisi. Harita Teknolojileri Elektronik Dergisi, 6(2), 1-11."
1291,1229305,19204783,17,406495,2020,1166,Neslihan ZABCI; Gülçin KARADENİZ,,,strong_trdizin_id,,no_doi,,PandemiDöneminde Uzaktan Eğitim Veren Öğretmenlerin Çalışma Koşulları ve Algıladıkları Stres ile Psikolojik İyi Oluşları Arasındaki İlişki,2020,MSGSÜ Sosyal Bilimler Dergisi,1166,1309-4815,2822-6852,PAPER,,"Karadeniz, G., & Zabcı, N. (2020). COVID-19 pandemisi döneminde uzaktan eğitim veren öğretmenlerin çalışma koşulları ve algıladıkları stres ile psikolojik iyi oluşları arasındaki ilişki. MSGSÜ Sosyal Bilimler Dergisi, 2(22), 301-314."
1307,1278587,21462912,27,30379,2003,1220,Hakan ÖZER; Taşkın POLAT; Erdoğan ÖZTÜRK,,,strong_trdizin_id,,no_doi,,Determinationof the agronomic performances of some oilseed sunflower (Helianthus annus L.),2003,Turkish Journal of Agriculture and Forestry,1220,1300-011X,1303-6173,PAPER,,"Özer H, Öztürk E, Polat T (2003). Determination of the agronomic performances of some oilseed sunflower (Helianthus annuus L.) hybrids grown under Erzurum ecological conditions. The Turkish Journal of Agriculture and Forestry, 27:199-205."
1360,1246340,19923597,9,301371,2018,627,Mehmet USTA; Bilal GEREKAN; Ramis ELÇİN,,,strong_trdizin_id,,no_doi,,"EFATURA, E-DEFTER VE E-ARŞİV UYGULAMALARINA GEÇİŞ SÜRECİNDE YAŞANAN SORUNLAR: SERBEST MUHASEBECİ MALİ MÜŞAVİRLER ÜZERİNE BİR ARAŞTIRMA",2018,Mali Çözüm,627,1303-5444,,PAPER,,"Elçin, R., Gerekan, B., & Usta, M. (2018). E-fatura, e-defter ve e-arşiv uygulamalarına geçiş sürecinde yaşanan sorunlar: serbest muhasebeci mali müşavirler üzerine bir araştırma. Mali Çözüm Dergisi, 28(146), 13-42."
1398,1198100,17795981,4,273733,2017,534,Esra ŞAHİN; Sibel ATAN,,,strong_trdizin_id,,no_doi,,Türkiyeile Bazı OECD Ülkelerinin Elektrik Üretim Sektörleri İçin Verimlilik ve Etkinliklerinin Karşılaştırmalı Analizi,2017,Gazi Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,534,1302-2024,2148-1792,PAPER,,"Atan, S. ve Şahin, E. (2017). Türkiye ile bazı OECD ülkelerinin elektrik üretim sektörleri için verimlilik ve etkinliklerinin karşılaştırmalı analizi. Gazi Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi, Cilt 19, Sayı 3, 845-867."
1427,1245397,20833851,29,139433,2012,684,E. Emrah HATUNOĞLU; Feyza ELDENİZ,,,strong_trdizin_id,,no_doi,,2000Yılı sonrası Türk tarım sektöründe yapısal dönüşüm politikaları,2012,Sayıştay Dergisi,684,1300-1981,2651-351X,PAPER,,"Hatunoğlu, E. E., & Eldeniz, F. (2012). Structural transformation policies in the Turkish agricultural sec- tor after 2000. TCA Journal, (86), 27-56."
1428,1245397,20833858,36,1222421,2023,1445,Kurtuluş MERDAN,,,strong_trdizin_id,,no_doi,,Türkiyede Tarımsal Büyümeye Etki Eden Ekonomik Faktörler (Bir Regresyon Analizi),2023,Karamanoğlu Mehmetbey Üniversitesi Sosyal ve Ekonomik Araştırmalar Dergisi,1445,1309-9132,2147-7833,PAPER,,"Merdan,  K.  (2023).  Factors  Affecting  Agricultural  Growth  in  Turkey  (A  Regression  Analysis). KMU Journal of Social and Economic Research, 25(45), 1125-1142."
1438,1273280,21220646,28,295128,2017,1980,Gülşah SEYDAOĞLU; Özden PİŞKİN; Bülent ÜNDAR; Güner Hayri ÖZSAN; Fatih DEMİRKAN; Mehmet Ali ÖZCAN; İnci ALACACIOĞLU; Nurhilal BÜYÜKKURT; Sermin ÖZKAL,,,strong_trdizin_id,,no_doi,,Effectsof bone marrow fibrosis and angiogenetic structure on autologous hematopoietic stem cell engraftment,2017,Cukurova Medical Journal,1980,2602-3032,2602-3040,PAPER,,"28. Buyukkurt N, ÖZSAN G, Ozkal S, et al. Effects of bone marrow fibrosis and angiogenetic structure on autologous hematopoietic stem cell engraftment. Cukurova Medical Journal 2017;42(3)."
1461,1239956,19672918,12,124144,2010,435,Ayten ARIKAN,,,strong_trdizin_id,,no_doi,,TolgaEczanesi: Ecz. Murat Özdoğan'ın Türk eczacılık tarihi koleksiyonu,2010,Osmanlı Bilimi Araştırmaları,435,,2458-7982,PAPER,,12. Arıkan A. Tolga eczanesi: Ecz. Murat Özdoğan’ın Türk eczacılık tarihi koleksiyonu. Osmanlı Bilimi Araştırmaları 2010;12(1):75-103.
1462,1239956,19672922,16,167075,2014,435,Eyüp Talha KOCACIK; Afife MAT,,,strong_trdizin_id,,no_doi,,İstanbulda zehirler ve zehirlenme vakaları (1846-1917),2014,Osmanlı Bilimi Araştırmaları,435,,2458-7982,PAPER,,"16. Kocacık E, Mat A. İstanbul’da zehirler ve zehirlenme vakaları (1846-1917). Osmanlı Bilimi Araştırmaları 2014;15(2):21-38."
1597,1318327,24019730,8,155498,2013,108,Alper KETEN; Metin ESER; İbrahim KILINÇ; Hamit Sırrı KETEN; Ferhat İÇME,,,strong_trdizin_id,,no_doi,,Investıgatıonof traffıc accıdents ın gerıatrıc age group,2013,Türk Geriatri Dergisi,108,1304-2947,1307-9948,PAPER,,"8. Eser M, Keten A, İçme F, et al. Investigation of traffic accidents in geriatric age group. Turk J Geriatr. 2013;16(3):277-80."
1698,1356024,24855403,26,1358897,2024,746,Onur TERZİ,,,strong_trdizin_id,,no_doi,,SorumluTüketim Anlayışının Tüketim Karşıtı Yaşam Tarzları Üzerindeki Etkileri,2024,Tüketici ve Tüketim Araştırmaları Dergisi,746,1309-6362,2667-8349,PAPER,,"Terzi, O. (2024). Sorumlu tüketim anlayışının tüketim karşıtı yaşam tarzları üzerindeki etkileri. Tüketici ve Tüketim Araştırmaları Dergisi, 16(1), 1-39."
1747,1362254,25113242,29,1314632,2023,1090,DURSUN ÖZDEMİR,,,strong_trdizin_id,,no_doi,,EkokırımSuçu ve Bazı Değerlendirmeler,2023,Terazi Hukuk Dergisi,1090,1306-9802,2791-8432,PAPER,,"Özdemir, Dursun: “Ekokırım Suçu ve Bazı Değerlendirmeler”, Terazi Hukuk Dergisi, Yıl 2023, Sayı 203, s. 74-83."
1777,1270798,21075293,67,101712,2009,616,Ahmet Hakan SİVRİKAYA; Metin KAYA,,,strong_trdizin_id,,no_doi,,ÇoklukZeka kuramına dayalı öğretim yönteminin 6. sınıf öğrencilerinde beden eğitimi dersi başarısına etkisi,2009,Atatürk Üniversitesi Beden Eğitimi ve Spor Bilimleri Dergisi,616,1302-2040,2687-6329,PAPER,,"Sivrikaya, A. H., & Kaya, M. (2009). The effect of teaching method based on multiple intelligence theory on the success of physical education lesson of 6th class students. Journal of Physical Education and Sport Science, 11(2), 21-34."
1812,1208585,18329660,26,44013,2005,438,Teoman DUMAN; Ahmet Bülent ÖZTÜRK,,,strong_trdizin_id,,no_doi,,YerliTuristlerin Mersin Kızkalesi Destinasyonu ve Tekrar Ziyaret Niyetleri ile İlgili Algılamaları Üzerine Bir Araştırma,2005,Anatolia: Turizm Araştırmaları Dergisi,438,1300-4220,,PAPER,,"Duman, T., & Öztürk, A. B. (2005). “Yerli Turistlerin Mersin Kızkalesi Destinasyonu ve Tekrar Ziyaret Niyetleri ile İlgili Algılamaları Üzerine Bir Araştırma”, Anatolia: Turizm Araştırmaları Dergisi, 16/1, 9-23."
1827,1198301,17789020,1,254464,2013,572,Gökhan BAŞ,,,strong_trdizin_id,,no_doi,,SeviyeBelirleme Sınavı (SBS-2009): 6. Sınıf İngilizce Alt Testinin Geçerlik ve Güvenirlik Çalışması,2013,Mehmet Akif Ersoy Üniversitesi Eğitim Fakültesi Dergisi,572,,2146-5983,PAPER,,"Baş, G. (2013). Seviye Belirleme Sınavı (SBS-2009): 6. Sınıf İngilizce Alt Testinin Geçerlik ve Güvenirlik Çalışması. Mehmet Akif Ersoy Üniversitesi Eğitim Fakültesi Dergisi, 1(26), 44-62."
1835,1229003,21599774,72,348919,2019,657,Umut ÖNEŞ,,,strong_trdizin_id,,no_doi,,Davranışsalİktisat Deneylerinde Toplumsal Cinsiyet Temelli Farklar,2019,Mülkiye Dergisi,657,1305-9971,,PAPER,,"Öneş, U. (2019). Davranışsal İktisat Deneylerinde Toplumsal Cinsiyet Temelli Farklar.  Mülkiye Dergisi, 43 (2), 411-434."
1859,1246707,19938499,1,450680,2020,584,Burak Akyüz; Ümit Serdar,,,strong_trdizin_id,,no_doi,,Generativerootstock potential of some hybrid chestnut genotypes,2020,Anadolu Tarım Bilimleri Dergisi,584,1308-8750,1308-8769,PAPER,,"Akyüz, B., Serdar, Ü., 2020. Generative rootstock potential of some hybrid chestnut genotypes. Anadolu Tarım Bilimleri Dergisi, 35: 185-191."
1892,1214477,18901189,12,1098341,2022,2606,Yılmaz TOKTAŞ; Eda BOZKURT; Ali ALTINER,,,strong_trdizin_id,,no_doi,,EnergyConsumption and Financial Development: Evidence from MENA Countries with Panel Hidden Cointegration,2022,Journal of emerging economies and policy (Online),2606,,2651-5318,PAPER,,"Bozkurt, E., Toktaş, Y., & Altiner, A. (2022). Energy Consumption and Financial Development: Evidence from MENA Countries with Panel Hidden Cointegration. Journal of Emerging Economies and Policy, 7(1), 253–264."
1946,1257509,20424509,20,88840,2008,226,Serkan GÜRLÜK; Özlem TURAN,,,strong_trdizin_id,,no_doi,,Dünyagıda krizi: Nedenleri ve etkileri,2008,Uludağ Üniversitesi Ziraat Fakültesi Dergisi,226,1301-3165,2636-8595,PAPER,,"Gürlük S, Turan Ö. 2008. Dünya gıda krizi: nedenleri ve etkileri. Uludağ Üniv Ziraat Fak Derg, 22(1): 63-74."
2065,1286425,21770114,49,226196,2009,572,Tarık TOTAN; Yaşar YAVUZ,,,strong_trdizin_id,,no_doi,,WestsideSınav Kaygısı Ölçeğinin Türkçe Formunun Geçerlik ve Güvenirlik Çalışması,2009,Mehmet Akif Ersoy Üniversitesi Eğitim Fakültesi Dergisi,572,,2146-5983,PAPER,,"Totan, T., & Yavuz, Y. (2009). Westside sınav kaygısı ölçeğinin Türkçe formunun geçerlik ve güvenirlik çalışması [The validity and reliability study of the Turkish version of Westside Test Anxiety Scale]. Mehmet Akif Ersoy Üniversitesi Eğitim Fakültesi Dergisi, 9(17), 95-109."
